Entity,Code,Year,Population
Austria,AUT,-10000,1465
Austria,AUT,-9000,1625
Austria,AUT,-8000,1802
Austria,AUT,-7000,2000
Austria,AUT,-6000,3000
Austria,AUT,-5000,4000
Austria,AUT,-4000,10000
Austria,AUT,-3000,20000
Austria,AUT,-2000,60000
Austria,AUT,-1000,100000
Austria,AUT,0,500000
Austria,AUT,100,550000
Austria,AUT,200,600000
Austria,AUT,300,550000
Austria,AUT,400,500000
Austria,AUT,500,450000
Austria,AUT,600,400000
Austria,AUT,700,450000
Austria,AUT,800,500000
Austria,AUT,900,600000
Austria,AUT,1000,700000
Austria,AUT,1100,900000
Austria,AUT,1200,1250000
Austria,AUT,1300,2000000
Austria,AUT,1400,1250000
Austria,AUT,1500,2000000
Austria,AUT,1600,2100000
Austria,AUT,1700,2120000
Austria,AUT,1710,2232611
Austria,AUT,1720,2345222
Austria,AUT,1730,2457833
Austria,AUT,1740,2570444
Austria,AUT,1750,2683055
Austria,AUT,1760,2783738
Austria,AUT,1770,2876469
Austria,AUT,1780,2969200
Austria,AUT,1790,3045800
Austria,AUT,1800,3000000
Austria,AUT,1801,3017451
Austria,AUT,1802,3035004
Austria,AUT,1803,3052658
Austria,AUT,1804,3070416
Austria,AUT,1805,3088277
Austria,AUT,1806,3106241
Austria,AUT,1807,3124310
Austria,AUT,1808,3142485
Austria,AUT,1809,3160765
Austria,AUT,1810,3179258
Austria,AUT,1811,3197752
Austria,AUT,1812,3216353
Austria,AUT,1813,3235063
Austria,AUT,1814,3253881
Austria,AUT,1815,3272809
Austria,AUT,1816,3291847
Austria,AUT,1817,3310996
Austria,AUT,1818,3330256
Austria,AUT,1819,3349015
Austria,AUT,1820,3367266
Austria,AUT,1821,3385004
Austria,AUT,1822,3402223
Austria,AUT,1823,3418916
Austria,AUT,1824,3435691
Austria,AUT,1825,3452549
Austria,AUT,1826,3469489
Austria,AUT,1827,3486512
Austria,AUT,1828,3503619
Austria,AUT,1829,3520820
Austria,AUT,1830,3538115
Austria,AUT,1831,3555505
Austria,AUT,1832,3572991
Austria,AUT,1833,3590572
Austria,AUT,1834,3608240
Austria,AUT,1835,3625995
Austria,AUT,1836,3643838
Austria,AUT,1837,3661768
Austria,AUT,1838,3679786
Austria,AUT,1839,3698789
Austria,AUT,1840,3718786
Austria,AUT,1841,3739787
Austria,AUT,1842,3761804
Austria,AUT,1843,3784847
Austria,AUT,1844,3808031
Austria,AUT,1845,3831357
Austria,AUT,1846,3854826
Austria,AUT,1847,3878438
Austria,AUT,1848,3902195
Austria,AUT,1849,3926782
Austria,AUT,1850,3952208
Austria,AUT,1851,3978557
Austria,AUT,1852,4005766
Austria,AUT,1853,4033846
Austria,AUT,1854,4062123
Austria,AUT,1855,4090598
Austria,AUT,1856,4119272
Austria,AUT,1857,4148148
Austria,AUT,1858,4177226
Austria,AUT,1859,4206120
Austria,AUT,1860,4234828
Austria,AUT,1861,4263344
Austria,AUT,1862,4291666
Austria,AUT,1863,4319789
Austria,AUT,1864,4348096
Austria,AUT,1865,4376588
Austria,AUT,1866,4405267
Austria,AUT,1867,4434134
Austria,AUT,1868,4463191
Austria,AUT,1869,4494618
Austria,AUT,1870,4528451
Austria,AUT,1871,4564726
Austria,AUT,1872,4603478
Austria,AUT,1873,4644744
Austria,AUT,1874,4686380
Austria,AUT,1875,4728390
Austria,AUT,1876,4770776
Austria,AUT,1877,4813542
Austria,AUT,1878,4856691
Austria,AUT,1879,4900094
Austria,AUT,1880,4943751
Austria,AUT,1881,4987664
Austria,AUT,1882,5031834
Austria,AUT,1883,5076261
Austria,AUT,1884,5121081
Austria,AUT,1885,5166297
Austria,AUT,1886,5211912
Austria,AUT,1887,5257929
Austria,AUT,1888,5304353
Austria,AUT,1889,5352739
Austria,AUT,1890,5403121
Austria,AUT,1891,5455531
Austria,AUT,1892,5510005
Austria,AUT,1893,5566578
Austria,AUT,1894,5623731
Austria,AUT,1895,5681470
Austria,AUT,1896,5739803
Austria,AUT,1897,5798734
Austria,AUT,1898,5858271
Austria,AUT,1899,5918416
Austria,AUT,1900,5979176
Austria,AUT,1901,6040557
Austria,AUT,1902,6102565
Austria,AUT,1903,6165207
Austria,AUT,1904,6228492
Austria,AUT,1905,6292427
Austria,AUT,1906,6357018
Austria,AUT,1907,6422272
Austria,AUT,1908,6488195
Austria,AUT,1909,6538009
Austria,AUT,1910,6571587
Austria,AUT,1911,6588803
Austria,AUT,1912,6589530
Austria,AUT,1913,6573637
Austria,AUT,1914,6557782
Austria,AUT,1915,6541966
Austria,AUT,1916,6526188
Austria,AUT,1917,6510448
Austria,AUT,1918,6494625
Austria,AUT,1919,6486496
Austria,AUT,1920,6486069
Austria,AUT,1921,6493353
Austria,AUT,1922,6508355
Austria,AUT,1923,6531083
Austria,AUT,1924,6553892
Austria,AUT,1925,6576779
Austria,AUT,1926,6599747
Austria,AUT,1927,6622795
Austria,AUT,1928,6645923
Austria,AUT,1929,6664878
Austria,AUT,1930,6679644
Austria,AUT,1931,6690204
Austria,AUT,1932,6696542
Austria,AUT,1933,6698643
Austria,AUT,1934,6700745
Austria,AUT,1935,6702847
Austria,AUT,1936,6704950
Austria,AUT,1937,6707053
Austria,AUT,1938,6709158
Austria,AUT,1939,6715380
Austria,AUT,1940,6725734
Austria,AUT,1941,6740236
Austria,AUT,1942,6758902
Austria,AUT,1943,6781747
Austria,AUT,1944,6804668
Austria,AUT,1945,6827667
Austria,AUT,1946,6850744
Austria,AUT,1947,6873899
Austria,AUT,1948,6897132
Austria,AUT,1949,6917983
Austria,AUT,1950,6936455
Austria,AUT,1951,6930487
Austria,AUT,1952,6927254
Austria,AUT,1953,6932083
Austria,AUT,1954,6939893
Austria,AUT,1955,6946659
Austria,AUT,1956,6952266
Austria,AUT,1957,6965838
Austria,AUT,1958,6987345
Austria,AUT,1959,7014270
Austria,AUT,1960,7047274
Austria,AUT,1961,7086060
Austria,AUT,1962,7129581
Austria,AUT,1963,7175502
Austria,AUT,1964,7223392
Austria,AUT,1965,7270413
Austria,AUT,1966,7321524
Austria,AUT,1967,7376293
Austria,AUT,1968,7414627
Austria,AUT,1969,7440306
Austria,AUT,1970,7466320
Austria,AUT,1971,7499635
Austria,AUT,1972,7543263
Austria,AUT,1973,7585107
Austria,AUT,1974,7597963
Austria,AUT,1975,7577833
Austria,AUT,1976,7564457
Austria,AUT,1977,7567332
Austria,AUT,1978,7561203
Austria,AUT,1979,7548345
Austria,AUT,1980,7548407
Austria,AUT,1981,7567550
Austria,AUT,1982,7573078
Austria,AUT,1983,7561166
Austria,AUT,1984,7560715
Austria,AUT,1985,7564310
Austria,AUT,1986,7569397
Austria,AUT,1987,7574314
Austria,AUT,1988,7585346
Austria,AUT,1989,7620405
Austria,AUT,1990,7679627
Austria,AUT,1991,7757140
Austria,AUT,1992,7842715
Austria,AUT,1993,7907492
Austria,AUT,1994,7938157
Austria,AUT,1995,7950322
Austria,AUT,1996,7960917
Austria,AUT,1997,7969804
Austria,AUT,1998,7978465
Austria,AUT,1999,7993894
Austria,AUT,2000,8012929
Austria,AUT,2001,8042233
Austria,AUT,2002,8081640
Austria,AUT,2003,8122604
Austria,AUT,2004,8173496
Austria,AUT,2005,8229204
Austria,AUT,2006,8269901
Austria,AUT,2007,8296948
Austria,AUT,2008,8323250
Austria,AUT,2009,8345073
Austria,AUT,2010,8365087
Austria,AUT,2011,8393272
Austria,AUT,2012,8431599
Austria,AUT,2013,8481411
Austria,AUT,2014,8547812
Austria,AUT,2015,8644037
Austria,AUT,2016,8737920
Austria,AUT,2017,8798779
Austria,AUT,2018,8841653
Austria,AUT,2019,8880876
Austria,AUT,2020,8921402
Austria,AUT,2021,8967053
Austria,AUT,2022,9064678
Austria,AUT,2023,9130434
France,FRA,-10000,16785
France,FRA,-9000,24260
France,FRA,-8000,35250
France,FRA,-7000,51458
France,FRA,-6000,77188
France,FRA,-5000,103544
France,FRA,-4000,204276
France,FRA,-3000,404335
France,FRA,-2000,998175
France,FRA,-1000,1986860
France,FRA,0,4938643
France,FRA,100,5694368
France,FRA,200,6430046
France,FRA,300,5697015
France,FRA,400,4964011
France,FRA,500,4720614
France,FRA,600,4477245
France,FRA,700,4723484
France,FRA,800,4969753
France,FRA,900,5705631
France,FRA,1000,6441540
France,FRA,1100,7667059
France,FRA,1200,10361347
France,FRA,1300,15806719
France,FRA,1400,10930934
France,FRA,1500,14867569
France,FRA,1600,18314626
France,FRA,1700,21992348
France,FRA,1710,22592830
France,FRA,1720,23193320
France,FRA,1730,23793820
France,FRA,1740,24394332
France,FRA,1750,24994858
France,FRA,1760,25571336
France,FRA,1770,26147834
France,FRA,1780,26724356
France,FRA,1790,27300910
France,FRA,1800,29000000
France,FRA,1801,29108552
France,FRA,1802,29217510
France,FRA,1803,29326876
France,FRA,1804,29436651
France,FRA,1805,29546838
France,FRA,1806,29657436
France,FRA,1807,29768449
France,FRA,1808,29879877
France,FRA,1809,29991722
France,FRA,1810,30104407
France,FRA,1811,30217092
France,FRA,1812,30330200
France,FRA,1813,30443731
France,FRA,1814,30557687
France,FRA,1815,30672069
France,FRA,1816,30786880
France,FRA,1817,30902120
France,FRA,1818,31017792
France,FRA,1819,31150340
France,FRA,1820,31299931
France,FRA,1821,31466736
France,FRA,1822,31650924
France,FRA,1823,31852668
France,FRA,1824,32055698
France,FRA,1825,32260022
France,FRA,1826,32465648
France,FRA,1827,32672585
France,FRA,1828,32880842
France,FRA,1829,33079302
France,FRA,1830,33267853
France,FRA,1831,33446379
France,FRA,1832,33614762
France,FRA,1833,33772885
France,FRA,1834,33931751
France,FRA,1835,34091365
France,FRA,1836,34251730
France,FRA,1837,34412849
France,FRA,1838,34574726
France,FRA,1839,34733003
France,FRA,1840,34887644
France,FRA,1841,35038615
France,FRA,1842,35185880
France,FRA,1843,35329405
France,FRA,1844,35473515
France,FRA,1845,35618212
France,FRA,1846,35763500
France,FRA,1847,35909381
France,FRA,1848,36055856
France,FRA,1849,36192055
France,FRA,1850,36317907
France,FRA,1851,36422915
France,FRA,1852,36517375
France,FRA,1853,36601225
France,FRA,1854,36685264
France,FRA,1855,36769494
France,FRA,1856,36853914
France,FRA,1857,36938524
France,FRA,1858,37023326
France,FRA,1859,37111533
France,FRA,1860,37203159
France,FRA,1861,37298222
France,FRA,1862,37396737
France,FRA,1863,37498719
France,FRA,1864,37600976
France,FRA,1865,37703510
France,FRA,1866,37806319
France,FRA,1867,37909406
France,FRA,1868,38012770
France,FRA,1869,38105310
France,FRA,1870,38186983
France,FRA,1871,38257751
France,FRA,1872,38317571
France,FRA,1873,38366403
France,FRA,1874,38415294
France,FRA,1875,38464245
France,FRA,1876,38513254
France,FRA,1877,38562323
France,FRA,1878,38611451
France,FRA,1879,38667543
France,FRA,1880,38730622
France,FRA,1881,38800708
France,FRA,1882,38877824
France,FRA,1883,38961992
France,FRA,1884,39046339
France,FRA,1885,39130866
France,FRA,1886,39215572
France,FRA,1887,39300458
France,FRA,1888,39385524
France,FRA,1889,39462823
France,FRA,1890,39532330
France,FRA,1891,39594021
France,FRA,1892,39647872
France,FRA,1893,39693861
France,FRA,1894,39739899
France,FRA,1895,39785987
France,FRA,1896,39832125
France,FRA,1897,39878314
France,FRA,1898,39924553
France,FRA,1899,39971493
France,FRA,1900,40019136
France,FRA,1901,40067484
France,FRA,1902,40116538
France,FRA,1903,40166299
France,FRA,1904,40216118
France,FRA,1905,40265996
France,FRA,1906,40315932
France,FRA,1907,40365927
France,FRA,1908,40415980
France,FRA,1909,40408851
France,FRA,1910,40344819
France,FRA,1911,40224160
France,FRA,1912,40047151
France,FRA,1913,39814066
France,FRA,1914,39582334
France,FRA,1915,39351947
France,FRA,1916,39122898
France,FRA,1917,38895178
France,FRA,1918,38680067
France,FRA,1919,38558175
France,FRA,1920,38529587
France,FRA,1921,38594388
France,FRA,1922,38752667
France,FRA,1923,39004517
France,FRA,1924,39258004
France,FRA,1925,39513139
France,FRA,1926,39769931
France,FRA,1927,40028393
France,FRA,1928,40288534
France,FRA,1929,40485273
France,FRA,1930,40618294
France,FRA,1931,40687278
France,FRA,1932,40691906
France,FRA,1933,40631855
France,FRA,1934,40571892
France,FRA,1935,40512018
France,FRA,1936,40452232
France,FRA,1937,40392535
France,FRA,1938,40332925
France,FRA,1939,40314566
France,FRA,1940,40337546
France,FRA,1941,40401955
France,FRA,1942,40507882
France,FRA,1943,40655418
France,FRA,1944,40803492
France,FRA,1945,40952105
France,FRA,1946,41101259
France,FRA,1947,41250956
France,FRA,1948,41401199
France,FRA,1949,41598134
France,FRA,1950,41883122
France,FRA,1951,42333662
France,FRA,1952,42780274
France,FRA,1953,43227873
France,FRA,1954,43676898
France,FRA,1955,44136093
France,FRA,1956,44588525
France,FRA,1957,45036374
France,FRA,1958,45493502
France,FRA,1959,45963766
France,FRA,1960,46428136
France,FRA,1961,46893841
France,FRA,1962,47352626
France,FRA,1963,47817823
France,FRA,1964,48319087
France,FRA,1965,48772824
France,FRA,1966,49184651
France,FRA,1967,49574907
France,FRA,1968,49947252
France,FRA,1969,50355300
France,FRA,1970,50813071
France,FRA,1971,51293056
France,FRA,1972,51743877
France,FRA,1973,52162210
France,FRA,1974,52504744
France,FRA,1975,52746324
France,FRA,1976,52959120
France,FRA,1977,53197133
France,FRA,1978,53429668
France,FRA,1979,53660898
France,FRA,1980,53941061
France,FRA,1981,54255004
France,FRA,1982,54582405
France,FRA,1983,54889407
France,FRA,1984,55176626
France,FRA,1985,55467153
France,FRA,1986,55752833
France,FRA,1987,56048366
France,FRA,1988,56361846
France,FRA,1989,56685081
France,FRA,1990,56990239
France,FRA,1991,57271564
France,FRA,1992,57554867
France,FRA,1993,57801261
France,FRA,1994,57999868
France,FRA,1995,58192207
France,FRA,1996,58380638
France,FRA,1997,58568662
France,FRA,1998,58778817
France,FRA,1999,59084209
France,FRA,2000,59483716
France,FRA,2001,59905131
France,FRA,2002,60327247
France,FRA,2003,60741119
France,FRA,2004,61175244
France,FRA,2005,61625031
France,FRA,2006,62049831
France,FRA,2007,62432438
France,FRA,2008,62780187
France,FRA,2009,63106460
France,FRA,2010,63417366
France,FRA,2011,63733776
France,FRA,2012,64058465
France,FRA,2013,64387736
France,FRA,2014,64692495
France,FRA,2015,64916337
France,FRA,2016,65086853
France,FRA,2017,65284775
France,FRA,2018,65519537
France,FRA,2019,65729460
France,FRA,2020,65905273
France,FRA,2021,66083547
France,FRA,2022,66277412
France,FRA,2023,66438828
Germany,DEU,-10000,6576
Germany,DEU,-9000,9864
Germany,DEU,-8000,14796
Germany,DEU,-7000,22195
Germany,DEU,-6000,33292
Germany,DEU,-5000,44939
Germany,DEU,-4000,87409
Germany,DEU,-3000,161113
Germany,DEU,-2000,316670
Germany,DEU,-1000,625005
Germany,DEU,0,3000000
Germany,DEU,100,3250000
Germany,DEU,200,3500000
Germany,DEU,300,3500000
Germany,DEU,400,3500000
Germany,DEU,500,3250000
Germany,DEU,600,3000000
Germany,DEU,700,3125000
Germany,DEU,800,3250000
Germany,DEU,900,3375000
Germany,DEU,1000,3500000
Germany,DEU,1100,4000000
Germany,DEU,1200,6000000
Germany,DEU,1300,9000000
Germany,DEU,1400,6500000
Germany,DEU,1500,9000000
Germany,DEU,1600,12000000
Germany,DEU,1700,13000000
Germany,DEU,1710,13978611
Germany,DEU,1720,14957593
Germany,DEU,1730,15936975
Germany,DEU,1740,16916784
Germany,DEU,1750,17897050
Germany,DEU,1760,18891900
Germany,DEU,1770,19886750
Germany,DEU,1780,20881600
Germany,DEU,1790,21876450
Germany,DEU,1800,18000000
Germany,DEU,1801,18294612
Germany,DEU,1802,18594046
Germany,DEU,1803,18898381
Germany,DEU,1804,19207698
Germany,DEU,1805,19522077
Germany,DEU,1806,19841601
Germany,DEU,1807,20166356
Germany,DEU,1808,20496425
Germany,DEU,1809,20831897
Germany,DEU,1810,21178441
Germany,DEU,1811,21525076
Germany,DEU,1812,21877384
Germany,DEU,1813,22235459
Germany,DEU,1814,22599394
Germany,DEU,1815,22969286
Germany,DEU,1816,23345232
Germany,DEU,1817,23727332
Germany,DEU,1818,24115685
Germany,DEU,1819,24488367
Germany,DEU,1820,24844857
Germany,DEU,1821,25184625
Germany,DEU,1822,25507128
Germany,DEU,1823,25811809
Germany,DEU,1824,26120130
Germany,DEU,1825,26432134
Germany,DEU,1826,26747865
Germany,DEU,1827,27067367
Germany,DEU,1828,27390685
Germany,DEU,1829,27709637
Germany,DEU,1830,28024082
Germany,DEU,1831,28333882
Germany,DEU,1832,28638891
Germany,DEU,1833,28938965
Germany,DEU,1834,29242182
Germany,DEU,1835,29548576
Germany,DEU,1836,29858181
Germany,DEU,1837,30171030
Germany,DEU,1838,30487157
Germany,DEU,1839,30791884
Germany,DEU,1840,31084973
Germany,DEU,1841,31366182
Germany,DEU,1842,31635265
Germany,DEU,1843,31891972
Germany,DEU,1844,32150762
Germany,DEU,1845,32411652
Germany,DEU,1846,32674660
Germany,DEU,1847,32939801
Germany,DEU,1848,33207094
Germany,DEU,1849,33466493
Germany,DEU,1850,33717866
Germany,DEU,1851,33977773
Germany,DEU,1852,34229621
Germany,DEU,1853,34473260
Germany,DEU,1854,34718626
Germany,DEU,1855,34965729
Germany,DEU,1856,35214583
Germany,DEU,1857,35465199
Germany,DEU,1858,35717590
Germany,DEU,1859,35985319
Germany,DEU,1860,36268623
Germany,DEU,1861,36567743
Germany,DEU,1862,36882921
Germany,DEU,1863,37214403
Germany,DEU,1864,37548856
Germany,DEU,1865,37886306
Germany,DEU,1866,38226779
Germany,DEU,1867,38570302
Germany,DEU,1868,38916904
Germany,DEU,1869,39281564
Germany,DEU,1870,39664615
Germany,DEU,1871,40066395
Germany,DEU,1872,40487243
Germany,DEU,1873,40927508
Germany,DEU,1874,41372550
Germany,DEU,1875,41822422
Germany,DEU,1876,42277176
Germany,DEU,1877,42736865
Germany,DEU,1878,43201541
Germany,DEU,1879,43659611
Germany,DEU,1880,44110884
Germany,DEU,1881,44555169
Germany,DEU,1882,44992270
Germany,DEU,1883,45421989
Germany,DEU,1884,45855801
Germany,DEU,1885,46293746
Germany,DEU,1886,46735862
Germany,DEU,1887,47182190
Germany,DEU,1888,47632769
Germany,DEU,1889,48129782
Germany,DEU,1890,48674276
Germany,DEU,1891,49267320
Germany,DEU,1892,49910000
Germany,DEU,1893,50603420
Germany,DEU,1894,51306462
Germany,DEU,1895,52019260
Germany,DEU,1896,52741949
Germany,DEU,1897,53474665
Germany,DEU,1898,54217548
Germany,DEU,1899,54984276
Germany,DEU,1900,55775391
Germany,DEU,1901,56591445
Germany,DEU,1902,57433002
Germany,DEU,1903,58300637
Germany,DEU,1904,59181365
Germany,DEU,1905,60075384
Germany,DEU,1906,60982895
Germany,DEU,1907,61904101
Germany,DEU,1908,62839208
Germany,DEU,1909,63557664
Germany,DEU,1910,64056716
Germany,DEU,1911,64333569
Germany,DEU,1912,64385385
Germany,DEU,1913,64209282
Germany,DEU,1914,64033646
Germany,DEU,1915,63858476
Germany,DEU,1916,63683770
Germany,DEU,1917,63509528
Germany,DEU,1918,63305628
Germany,DEU,1919,63226761
Germany,DEU,1920,63273356
Germany,DEU,1921,63445847
Germany,DEU,1922,63744670
Germany,DEU,1923,64170268
Germany,DEU,1924,64598707
Germany,DEU,1925,65030007
Germany,DEU,1926,65464186
Germany,DEU,1927,65901264
Germany,DEU,1928,66341260
Germany,DEU,1929,66789491
Germany,DEU,1930,67246048
Germany,DEU,1931,67711026
Germany,DEU,1932,68184518
Germany,DEU,1933,68666619
Germany,DEU,1934,69152129
Germany,DEU,1935,69641071
Germany,DEU,1936,70133471
Germany,DEU,1937,70629352
Germany,DEU,1938,71128740
Germany,DEU,1939,71499194
Germany,DEU,1940,71740083
Germany,DEU,1941,71850770
Germany,DEU,1942,71830612
Germany,DEU,1943,71678963
Germany,DEU,1944,71527635
Germany,DEU,1945,71376625
Germany,DEU,1946,71225935
Germany,DEU,1947,71075562
Germany,DEU,1948,70925507
Germany,DEU,1949,70888212
Germany,DEU,1950,69847778
Germany,DEU,1951,69782050
Germany,DEU,1952,69826948
Germany,DEU,1953,69935116
Germany,DEU,1954,70104621
Germany,DEU,1955,70334149
Germany,DEU,1956,70613897
Germany,DEU,1957,71088145
Germany,DEU,1958,71694674
Germany,DEU,1959,72241718
Germany,DEU,1960,72811635
Germany,DEU,1961,73376114
Germany,DEU,1962,73997000
Germany,DEU,1963,74698003
Germany,DEU,1964,75313480
Germany,DEU,1965,75966968
Germany,DEU,1966,76611025
Germany,DEU,1967,76970794
Germany,DEU,1968,77321280
Germany,DEU,1969,77944022
Germany,DEU,1970,78205103
Germany,DEU,1971,78345876
Germany,DEU,1972,78719924
Germany,DEU,1973,78966975
Germany,DEU,1974,78996691
Germany,DEU,1975,78701861
Germany,DEU,1976,78364503
Germany,DEU,1977,78185560
Germany,DEU,1978,78115357
Germany,DEU,1979,78147898
Germany,DEU,1980,78315373
Germany,DEU,1981,78448044
Germany,DEU,1982,78393670
Germany,DEU,1983,78224137
Germany,DEU,1984,77998197
Germany,DEU,1985,77863423
Germany,DEU,1986,77923806
Germany,DEU,1987,78062321
Germany,DEU,1988,78385992
Germany,DEU,1989,79007062
Germany,DEU,1990,79707963
Germany,DEU,1991,80303190
Germany,DEU,1992,80934901
Germany,DEU,1993,81486771
Germany,DEU,1994,81773613
Germany,DEU,1995,82019890
Germany,DEU,1996,82263195
Germany,DEU,1997,82389631
Germany,DEU,1998,82011933
Germany,DEU,1999,81678279
Germany,DEU,2000,81797255
Germany,DEU,2001,81933882
Germany,DEU,2002,82068328
Germany,DEU,2003,82111619
Germany,DEU,2004,82092706
Germany,DEU,2005,82046733
Germany,DEU,2006,81701971
Germany,DEU,2007,81298546
Germany,DEU,2008,81110780
Germany,DEU,2009,80935276
Germany,DEU,2010,80830916
Germany,DEU,2011,80857877
Germany,DEU,2012,80916391
Germany,DEU,2013,81041581
Germany,DEU,2014,81376078
Germany,DEU,2015,82077546
Germany,DEU,2016,82760102
Germany,DEU,2017,83104010
Germany,DEU,2018,83368507
Germany,DEU,2019,83559184
Germany,DEU,2020,83628711
Germany,DEU,2021,83697080
Germany,DEU,2022,84086227
Germany,DEU,2023,84548233
Italy,ITA,-10000,12658
Italy,ITA,-9000,16879
Italy,ITA,-8000,22509
Italy,ITA,-7000,30019
Italy,ITA,-6000,52539
Italy,ITA,-5000,75078
Italy,ITA,-4000,150157
Italy,ITA,-3000,300314
Italy,ITA,-2000,1000628
Italy,ITA,-1000,2001257
Italy,ITA,0,7459070
Italy,ITA,100,7083713
Italy,ITA,200,6707595
Italy,ITA,300,6331477
Italy,ITA,400,5955361
Italy,ITA,500,3984794
Italy,ITA,600,2003606
Italy,ITA,700,3003664
Italy,ITA,800,4003724
Italy,ITA,900,4503786
Italy,ITA,1000,5203848
Italy,ITA,1100,6503911
Italy,ITA,1200,8503977
Italy,ITA,1300,12504043
Italy,ITA,1400,8004110
Italy,ITA,1500,9004179
Italy,ITA,1600,13277249
Italy,ITA,1700,13485321
Italy,ITA,1710,13900171
Italy,ITA,1720,14379528
Italy,ITA,1730,14875420
Italy,ITA,1740,15388414
Italy,ITA,1750,15919102
Italy,ITA,1760,16468094
Italy,ITA,1770,17036020
Italy,ITA,1780,17623536
Italy,ITA,1790,18231314
Italy,ITA,1800,19000000
Italy,ITA,1801,19057138
Italy,ITA,1802,19114447
Italy,ITA,1803,19171929
Italy,ITA,1804,19229584
Italy,ITA,1805,19287412
Italy,ITA,1806,19345415
Italy,ITA,1807,19403591
Italy,ITA,1808,19461943
Italy,ITA,1809,19520470
Italy,ITA,1810,19579349
Italy,ITA,1811,19638229
Italy,ITA,1812,19697286
Italy,ITA,1813,19756521
Italy,ITA,1814,19815934
Italy,ITA,1815,19875525
Italy,ITA,1816,19935296
Italy,ITA,1817,19995247
Italy,ITA,1818,20055377
Italy,ITA,1819,20129529
Italy,ITA,1820,20217832
Italy,ITA,1821,20320419
Italy,ITA,1822,20437423
Italy,ITA,1823,20568978
Italy,ITA,1824,20701381
Italy,ITA,1825,20834635
Italy,ITA,1826,20968748
Italy,ITA,1827,21103723
Italy,ITA,1828,21239568
Italy,ITA,1829,21376294
Italy,ITA,1830,21513909
Italy,ITA,1831,21652416
Italy,ITA,1832,21791823
Italy,ITA,1833,21932135
Italy,ITA,1834,22073351
Italy,ITA,1835,22215476
Italy,ITA,1836,22358516
Italy,ITA,1837,22502477
Italy,ITA,1838,22647364
Italy,ITA,1839,22793194
Italy,ITA,1840,22939972
Italy,ITA,1841,23087704
Italy,ITA,1842,23236396
Italy,ITA,1843,23386055
Italy,ITA,1844,23536678
Italy,ITA,1845,23688271
Italy,ITA,1846,23840841
Italy,ITA,1847,23994393
Italy,ITA,1848,24148934
Italy,ITA,1849,24304454
Italy,ITA,1850,24460960
Italy,ITA,1851,24612813
Italy,ITA,1852,24765592
Italy,ITA,1853,24919302
Italy,ITA,1854,25073965
Italy,ITA,1855,25229586
Italy,ITA,1856,25386172
Italy,ITA,1857,25543728
Italy,ITA,1858,25702261
Italy,ITA,1859,25863255
Italy,ITA,1860,26026734
Italy,ITA,1861,26192723
Italy,ITA,1862,26361247
Italy,ITA,1863,26532332
Italy,ITA,1864,26704525
Italy,ITA,1865,26877835
Italy,ITA,1866,27052267
Italy,ITA,1867,27227831
Italy,ITA,1868,27404532
Italy,ITA,1869,27576990
Italy,ITA,1870,27745148
Italy,ITA,1871,27908950
Italy,ITA,1872,28068339
Italy,ITA,1873,28223256
Italy,ITA,1874,28379027
Italy,ITA,1875,28535657
Italy,ITA,1876,28693149
Italy,ITA,1877,28851509
Italy,ITA,1878,29010741
Italy,ITA,1879,29178818
Italy,ITA,1880,29355842
Italy,ITA,1881,29541914
Italy,ITA,1882,29737139
Italy,ITA,1883,29941621
Italy,ITA,1884,30147508
Italy,ITA,1885,30354809
Italy,ITA,1886,30563534
Italy,ITA,1887,30773692
Italy,ITA,1888,30985293
Italy,ITA,1889,31191675
Italy,ITA,1890,31392763
Italy,ITA,1891,31588484
Italy,ITA,1892,31778763
Italy,ITA,1893,31963526
Italy,ITA,1894,32149360
Italy,ITA,1895,32336274
Italy,ITA,1896,32524272
Italy,ITA,1897,32713362
Italy,ITA,1898,32903549
Italy,ITA,1899,33109815
Italy,ITA,1900,33332371
Italy,ITA,1901,33571430
Italy,ITA,1902,33827207
Italy,ITA,1903,34099919
Italy,ITA,1904,34374827
Italy,ITA,1905,34651950
Italy,ITA,1906,34931305
Italy,ITA,1907,35212911
Italy,ITA,1908,35496784
Italy,ITA,1909,35739219
Italy,ITA,1910,35939804
Italy,ITA,1911,36098124
Italy,ITA,1912,36213760
Italy,ITA,1913,36286291
Italy,ITA,1914,36358965
Italy,ITA,1915,36431783
Italy,ITA,1916,36504744
Italy,ITA,1917,36577850
Italy,ITA,1918,36659635
Italy,ITA,1919,36789373
Italy,ITA,1920,36967588
Italy,ITA,1921,37194808
Italy,ITA,1922,37471567
Italy,ITA,1923,37798403
Italy,ITA,1924,38128090
Italy,ITA,1925,38460652
Italy,ITA,1926,38796116
Italy,ITA,1927,39134505
Italy,ITA,1928,39475845
Italy,ITA,1929,39817412
Italy,ITA,1930,40159184
Italy,ITA,1931,40501139
Italy,ITA,1932,40843255
Italy,ITA,1933,41185511
Italy,ITA,1934,41530635
Italy,ITA,1935,41878651
Italy,ITA,1936,42229584
Italy,ITA,1937,42583457
Italy,ITA,1938,42940295
Italy,ITA,1939,43279914
Italy,ITA,1940,43602046
Italy,ITA,1941,43906421
Italy,ITA,1942,44192767
Italy,ITA,1943,44460808
Italy,ITA,1944,44730474
Italy,ITA,1945,45001776
Italy,ITA,1946,45274723
Italy,ITA,1947,45549326
Italy,ITA,1948,45825595
Italy,ITA,1949,46106450
